date,portfolio_lp_apy_pct,min,max,active_markets,strategy
2026-02-19,12.33985250338934,2.467714436530124,24.45684190454309,11,Pendle_LP
2026-02-20,10.165340655977475,2.470815018058958,19.75661703501135,11,Pendle_LP
2026-02-21,9.614368601061448,2.4641970795713934,16.554139108471077,11,Pendle_LP
2026-02-22,9.238131434151875,2.4658253724688373,15.512088063480412,11,Pendle_LP
2026-02-23,9.218004987828536,2.4624153575302303,16.029626400940188,11,Pendle_LP
2026-02-24,8.900025899637804,2.4690598490905034,15.0682886024173,11,Pendle_LP
2026-02-25,9.133398320643284,2.4681945170719053,15.253877626375292,11,Pendle_LP
2026-02-26,8.601635772356973,2.480619313409166,15.206755731396235,11,Pendle_LP
2026-02-27,8.713573698650617,2.482007193457783,15.107909195222955,11,Pendle_LP
2026-02-28,8.959683290055226,2.490626187457478,15.163165429391562,11,Pendle_LP
2026-03-01,86.27071020226339,2.497406576839404,939.2562495142906,12,Pendle_LP
2026-03-02,20.367095194818187,2.5927374635970835,145.2314223739284,12,Pendle_LP
2026-03-03,18.967940343655197,2.6423005352722178,125.72948029946728,12,Pendle_LP
2026-03-04,18.697429659793297,2.6627763772685697,116.23258686650284,12,Pendle_LP
2026-03-05,16.5466585105642,2.6689745812865,61.513588349350165,11,Pendle_LP
2026-03-06,14.888422108723745,2.686922696971419,46.27893927449994,11,Pendle_LP
2026-03-07,13.132749578761866,2.6857182355276494,36.26628933837745,11,Pendle_LP
2026-03-08,12.718362145048077,2.6849443568966924,36.2118545092751,11,Pendle_LP
2026-03-09,12.605243182776887,2.6310560347081013,36.22286093621607,11,Pendle_LP
2026-03-10,13.222647919645691,2.607286908618241,36.72404849159628,11,Pendle_LP
2026-03-11,12.807680496864402,2.596552784240135,36.18948582072131,11,Pendle_LP
2026-03-12,12.980019019253348,2.612668419920776,39.96666550051201,11,Pendle_LP
