date,portfolio_fee_apy_pct,min,max,active_pools,strategy
2025-12-08,13.94961778722497,0.0034687944414618,41.34738240407955,13,Uniswap_V4_MM
2025-12-09,15.591160031821342,0.0059728052064955,45.18038073122978,13,Uniswap_V4_MM
2025-12-10,19.43442676190184,0.003941594982925,49.0927745841656,13,Uniswap_V4_MM
2025-12-11,17.08850123305561,0.0065882240279931,53.53942712403719,13,Uniswap_V4_MM
2025-12-12,12.046686202241709,0.0032761167969576,38.344958445256474,13,Uniswap_V4_MM
2025-12-13,2.2521401478521446,0.0001040691862864,6.183374592414672,13,Uniswap_V4_MM
2025-12-14,7.399424237653363,0.0017397860160426,21.700857788365596,13,Uniswap_V4_MM
2025-12-15,18.44456834656141,0.0036177723866434,44.024214548396095,13,Uniswap_V4_MM
2025-12-16,15.622696755711312,0.0050151819136315,44.29863919581574,13,Uniswap_V4_MM
2025-12-17,18.78209217880798,0.0098303990317551,55.033939634413464,13,Uniswap_V4_MM
2025-12-18,20.682791448534285,0.0069975741015416,64.21583898304738,13,Uniswap_V4_MM
2025-12-19,16.50089508300411,0.007523125207921,55.60986482227883,13,Uniswap_V4_MM
2025-12-20,1.431144763726778,0.0003150417256388,6.366601429741796,13,Uniswap_V4_MM
2025-12-21,4.487829776373617,0.0016389422725727,15.407193875876755,13,Uniswap_V4_MM
2025-12-22,13.044799912298991,0.0042855795768053,44.43797634642147,13,Uniswap_V4_MM
2025-12-23,9.162547867636018,0.002179834603922,34.67105423466976,13,Uniswap_V4_MM
2025-12-24,5.368955891878442,0.0008584554419742,19.21003279544542,13,Uniswap_V4_MM
2025-12-25,3.487476974974195,0.001107178060296,12.887997542040663,13,Uniswap_V4_MM
2025-12-26,8.893665171164159,0.0031597629393837,31.352068738085272,13,Uniswap_V4_MM
2025-12-27,1.1157571411173948,0.1369042699814268,4.089327269056351,12,Uniswap_V4_MM
2025-12-28,1.6461375544884296,0.2320241924823784,6.039713554223799,12,Uniswap_V4_MM
2025-12-29,10.456201479283209,0.0001388488391368,34.307402837882975,13,Uniswap_V4_MM
2025-12-30,7.056162861373766,1.0952234205706742e-05,26.487598765591247,13,Uniswap_V4_MM
2025-12-31,4.816599053684592,1.1834710111810444e-05,16.63974801035243,13,Uniswap_V4_MM
2026-01-01,1.9637448359061924,0.1662919106797361,6.804248417386079,12,Uniswap_V4_MM
2026-01-02,11.759117747689812,6.080076583767051e-05,38.38976449099143,13,Uniswap_V4_MM
2026-01-03,3.3117344444226102,0.2558357337006048,10.847345926236548,12,Uniswap_V4_MM
2026-01-04,4.135903458112112,4.234474155534431e-05,14.58675083645676,13,Uniswap_V4_MM
2026-01-05,11.567937051658456,0.0001108916909195,32.848038605853105,13,Uniswap_V4_MM
2026-01-06,12.312238419751491,7.556343320631694e-05,34.63777663683235,13,Uniswap_V4_MM
2026-01-07,10.086674290383804,3.4289380769304944e-05,30.69109341484457,13,Uniswap_V4_MM
2026-01-08,11.778341775625037,0.827984196180058,31.6877088974867,12,Uniswap_V4_MM
2026-01-09,12.531868842861384,0.7166930531881346,33.315343424660895,12,Uniswap_V4_MM
2026-01-10,1.0589859337227339,0.072898008491739,3.0491946814007114,12,Uniswap_V4_MM
2026-01-11,3.265434590435288,9.432741718936028e-06,8.544938975366907,13,Uniswap_V4_MM
2026-01-12,12.143895058352733,4.045761285026945e-05,36.51942782181577,13,Uniswap_V4_MM
2026-01-13,15.429174251534468,0.0001639772784952,40.765635256167634,13,Uniswap_V4_MM
2026-01-14,13.163712055217834,7.0978303079958e-05,33.56680561612682,13,Uniswap_V4_MM
2026-01-15,12.82550403523149,6.1013803681373845e-05,31.0625166841196,13,Uniswap_V4_MM
2026-01-16,6.415737775418025,1.7418215222724457e-05,19.549956257846024,13,Uniswap_V4_MM
2026-01-17,1.8755027552671324,0.1369403272840391,5.159324616488372,12,Uniswap_V4_MM
2026-01-18,4.6829324223928115,0.3504576832636186,11.20961107085278,12,Uniswap_V4_MM
2026-01-19,11.75278233926109,0.0001098695061806,27.530128833011258,13,Uniswap_V4_MM
2026-01-20,16.278164089041642,0.0001043303971511,48.14845428606385,13,Uniswap_V4_MM
2026-01-21,19.74529624115566,0.0001960602912793,58.01572077325547,13,Uniswap_V4_MM
2026-01-22,11.606481297530934,0.8902261726018302,29.072884739046263,12,Uniswap_V4_MM
2026-01-23,10.289072074306638,4.057590690596292e-06,29.978264541601053,13,Uniswap_V4_MM
2026-01-24,1.2998881157406406,0.1007289731739289,3.829583679693237,12,Uniswap_V4_MM
2026-01-25,8.206986632633773,0.0001166722781085,27.4004733601605,13,Uniswap_V4_MM
2026-01-26,11.674533759220704,4.605954309045981e-05,33.831236151376274,13,Uniswap_V4_MM
2026-01-27,9.898552549390352,2.9233293294341185e-05,28.70488355487536,13,Uniswap_V4_MM
2026-01-28,12.59858198264279,3.068365213680461e-05,36.44372513689461,13,Uniswap_V4_MM
2026-01-29,13.947359041856437,0.0002794813904281,42.74269514492199,13,Uniswap_V4_MM
2026-01-30,18.537051976295736,6.890980843010712e-05,50.1300362847221,13,Uniswap_V4_MM
2026-01-31,15.903364841564438,0.0002196490625101,44.19682201282155,13,Uniswap_V4_MM
2026-02-01,9.880791583277663,0.000131897822683,31.775351488925953,13,Uniswap_V4_MM
2026-02-02,12.7957649484848,0.00019219930389,46.1930079392848,13,Uniswap_V4_MM
2026-02-03,11.47096336528607,0.8317517052093663,34.11669707202898,13,Uniswap_V4_MM
2026-02-04,10.638488034592907,0.9242650044372916,29.041565891733157,13,Uniswap_V4_MM
2026-02-05,22.176251880969136,0.9714855334296576,64.81931283150043,13,Uniswap_V4_MM
2026-02-06,27.462036461042832,0.6423375615374389,93.83071413013516,13,Uniswap_V4_MM
2026-02-07,22.728501355504953,0.5407645052377174,112.11298431244678,13,Uniswap_V4_MM
2026-02-08,12.842980480041073,0.2769944449371481,56.00785571980097,13,Uniswap_V4_MM
2026-02-09,17.55651925101942,0.3095732712769532,88.53626362167464,13,Uniswap_V4_MM
2026-02-10,12.46896811807296,0.3796438004375903,69.81060962431556,13,Uniswap_V4_MM
2026-02-11,17.156670335303826,0.1794309430411458,91.84482331711592,13,Uniswap_V4_MM
2026-02-12,10.463094839917035,0.1190688889075868,55.46872236920197,13,Uniswap_V4_MM
2026-02-13,9.62227776425987,0.3550813704404102,55.68970819370029,13,Uniswap_V4_MM
2026-02-14,5.79245341511836,0.1518917688822599,27.988710325932097,13,Uniswap_V4_MM
2026-02-15,9.710491275311107,0.4024640172617847,49.267206061499024,13,Uniswap_V4_MM
2026-02-16,11.185009105762246,0.3149312756320361,50.510819397234656,13,Uniswap_V4_MM
2026-02-17,9.714022563854186,0.40595188560976,55.937354755886794,13,Uniswap_V4_MM
2026-02-18,8.307580080094626,0.3320508296890269,43.370224277293914,13,Uniswap_V4_MM
2026-02-19,7.193057490712334,0.3388029960018807,37.58310940874529,13,Uniswap_V4_MM
2026-02-20,10.434391329141372,0.3472680828814264,53.18116101137921,13,Uniswap_V4_MM
2026-02-21,3.1182052919419125,0.0897005219721941,12.784887682033894,13,Uniswap_V4_MM
2026-02-22,2.3020441741335995,0.0965331795523276,10.83310782226537,13,Uniswap_V4_MM
2026-02-23,10.500359767901418,0.5274009655291185,42.73792094485234,13,Uniswap_V4_MM
2026-02-24,8.528541603359791,0.1836021230722348,44.32737058476592,13,Uniswap_V4_MM
2026-02-25,16.53527207567773,0.7018815089956676,65.18165020387005,13,Uniswap_V4_MM
2026-02-26,11.20829937987591,0.5084140873223688,45.33815303696384,13,Uniswap_V4_MM
2026-02-27,9.862024349798657,0.4328534009860598,31.96889108641503,13,Uniswap_V4_MM
2026-02-28,14.637949500067846,0.4235580563896005,35.648190367082655,13,Uniswap_V4_MM
2026-03-01,16.679850660910162,0.6270172514312037,42.17725177270085,13,Uniswap_V4_MM
2026-03-02,22.75104079646868,0.6867550976210661,96.30568258190114,13,Uniswap_V4_MM
2026-03-03,20.571781547646214,0.6900289154492631,86.91102425086827,13,Uniswap_V4_MM
2026-03-04,25.20499538380975,0.7635552885033323,73.4858753517296,13,Uniswap_V4_MM
2026-03-05,15.042367074438413,0.5418978328787964,36.9760476345869,13,Uniswap_V4_MM
2026-03-06,13.596396492410205,0.4098049823265193,49.865350979616494,13,Uniswap_V4_MM
2026-03-07,4.082886196457221,0.1276384768776129,13.59753446706114,13,Uniswap_V4_MM
2026-03-08,8.738021814740717,0.3144371660883198,31.595820632761335,13,Uniswap_V4_MM
2026-03-09,17.26443993334693,0.5371539557870364,67.58092292213841,13,Uniswap_V4_MM
2026-03-10,19.108026843015107,0.4694950858254045,69.91137144105546,13,Uniswap_V4_MM
2026-03-11,15.156103710430017,0.3593848278361028,52.9323447817683,13,Uniswap_V4_MM
2026-03-12,18.60974381637631,0.3411231917482329,77.16193383376257,13,Uniswap_V4_MM
2026-03-13,16.55295004453501,0.5147128393190082,39.27100850533024,13,Uniswap_V4_MM
2026-03-14,2.7046624022180463,0.1232890079118177,7.568115259642645,13,Uniswap_V4_MM
2026-03-15,6.812191246649993,0.2265412214349014,15.282622426503488,13,Uniswap_V4_MM
2026-03-16,17.93063121927889,0.65951665093798,42.431776359878945,13,Uniswap_V4_MM
2026-03-17,13.360337653733326,0.3941057509330899,31.08706219069754,13,Uniswap_V4_MM
2026-03-18,14.521560331499147,0.3616458464089241,38.528959966826,13,Uniswap_V4_MM
2026-03-19,15.175063484228222,0.4016150961833887,53.8020676554652,13,Uniswap_V4_MM
2026-03-20,10.853423944167718,0.2725922752210998,23.57405396328508,13,Uniswap_V4_MM
2026-03-21,3.2591793445028925,0.1039882104828345,6.954411235301149,13,Uniswap_V4_MM
2026-03-22,7.520604107823991,0.3022447240429126,16.109230643876884,13,Uniswap_V4_MM
2026-03-23,21.35425224883463,0.7429422750627224,44.57870661598139,13,Uniswap_V4_MM
2026-03-24,10.267888584752573,0.317717409506648,21.461715166507076,13,Uniswap_V4_MM
2026-03-25,9.882237883293689,0.2216861155276981,25.139031852138142,13,Uniswap_V4_MM
2026-03-26,8.149539998552411,0.2722461988347448,17.45627134091992,13,Uniswap_V4_MM
2026-03-27,7.790135126287041,0.256895103740453,16.670202125924853,13,Uniswap_V4_MM
2026-03-28,2.5673297697856516,0.1127975780971678,4.890814590208053,13,Uniswap_V4_MM
2026-03-29,5.231438079541578,0.1492638892535354,11.114684004173132,13,Uniswap_V4_MM
2026-03-30,9.647566162123157,0.3403243060143847,19.94876348428472,13,Uniswap_V4_MM
2026-03-31,12.762044938368984,0.4577816749488581,28.072082451157275,13,Uniswap_V4_MM
2026-04-01,9.644517785133619,0.2959064042590217,21.8311722106916,13,Uniswap_V4_MM
