timestamp_unix,open,high,low,close,volume_usd,date,chain,pool_label,pool_address,fee_pct,tvl_usd_snapshot,fee_apy_pct
1767225600,87499.1213794532,88703.618902746,87257.4639668105,88539.837373867,111035.52128438708,2026-01-01,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,1.9645268311584183
1767312000,88539.837373867,90684.8701294545,87726.0573929725,90200.2291565069,772095.6629741236,2026-01-02,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,13.660517180343021
1767398400,90200.2291565069,90515.1123967488,89268.1402482853,90504.0582592887,157437.30021346704,2026-01-03,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,2.7855032057924762
1767484800,90504.0582592887,91521.2292839669,90211.369806194,91290.192819085,166312.56000293832,2026-01-04,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,2.942531207176475
1767571200,91290.192819085,94566.5602453026,91290.192819085,94193.2972727526,582987.6977102419,2026-01-05,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,10.314671927857066
1767657600,94193.2972727526,94321.823633997,91288.9737019186,93492.1987375951,715990.9964899536,2026-01-06,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,12.667869769979175
1767744000,93492.1987375951,93492.1987375951,90388.2657757214,91206.4779164002,508726.5145348878,2026-01-07,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,9.000785297938874
1767830400,91206.4779164002,91388.7577009236,89043.8792951498,91041.5097322864,690966.3333084413,2026-01-08,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,12.225113959116912
1767916800,91041.5097322864,91473.5556125062,89327.8929687307,90306.1920540562,685362.476712187,2026-01-09,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,12.125966168266189
1768003200,90306.1920540562,90525.7831420162,90306.1920540562,90414.0158230397,12695.052593562858,2026-01-10,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,0.22461074757459915
1768089600,90414.0158230397,90885.5977045495,89949.0386397771,90655.7739744574,131649.4334945878,2026-01-11,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,2.3292442041544215
1768176000,90655.7739744574,92137.8143227995,89959.79152915,90775.6190932314,748122.7776278226,2026-01-12,unichain,WBTC/USDC,0xbd0f3a7cf4cf5f48ebe850474c8c0012fa5fe893ab811a8b8743a52b83aa8939,0.3,6188965.9066,13.236370241252505
